id_a,fname,lookup
8283,david,davey
8284,judy,juda
8286,tina,gatsy
8287,linda,lindy
8288,ernest,ernie
8289,william,bell
8290,marian,marianna
8291,marian,marion
8293,debra,deb
8294,james,jimmie
8295,floyd,lloyd
8299,kenneth,kenny
8300,mark,marcus
8301,randy,dolph
8302,roy,leroy
8303,roy,lee
8307,marjorie,margy
8308,mark,marcus
8311,eric,derrick
8313,pauline,paul
8316,james,jimmie
8318,mollie,minnie
8319,patricia,patrick
8320,stephen,annie
8321,aileen,nell
8322,albert,adelbert
8325,amanda,mandy
8327,amy,millie
8328,andrew,andrea
8329,angela,angie
8330,angela,angel
8331,anthony,tony
8336,betty,eliza
8337,bobbie,bert
8338,bobby,bertie
8340,brenda,brandy
8342,brian,bryant
8347,carolyn,cassie
8348,cathy,katherine
8349,clarence,clare
8352,danny,sher
8353,debra,debby
8355,diana,dicey
8357,donald,donnie
8359,donny,dony
8361,eddie,eddy
8362,edith,edie
8363,elizabeth,beth
8365,emma,mel
8367,flora,florence
8368,florence,flo
8371,geraldine,jerry
8373,gregory,greg
8374,harold,hal
8375,heather,hetty
8379,jack,jackson
8380,jackie,jack
8381,james,jimmie
8382,james,jimmie
8383,jane,angelica
8384,janice,jan
8386,jeanette,jean
8387,jeff,jefferson
8388,jeffrey,jeff
8389,jennifer,jennie
8390,jeremiah,jerry
8391,jerry,gerrie
8392,jerry,geraldine
8393,jerry,gerrie
8394,juanita,nettie
8395,julia,jule
8396,julia,jule
8397,june,jr
8398,kate,kaye
8399,kathy,cassie
8402,kittie,kathleen
8404,laura,laurinda
8405,lawrence,laurinda
8406,leonard,lenny
8407,leonard,leon
8408,leslie,les
8409,lester,les
8410,lisa,lissa
8411,lois,louise
8414,mack,mac
8416,mark,marcus
8417,marvin,marv
8418,mary,dea
8419,mary,mamie
8420,mary,mitzi
8421,matthew,thias
8422,maxine,max
8424,melissa,milly
8425,michael,mick
8429,muriel,mur
8430,nancy,nana
8432,nicole,nikki
8433,ollie,olive
8434,pamela,pam
8437,paul,paula
8438,phillip,phil
8439,rachel,shelly
8442,randy,mandy
8443,randy,dolph
8444,reba,becca
8445,richard,dickon
8446,ricky,brody
8447,robert,william
8449,ronald,ron
8450,rose,rosabel
8452,sarah,sadie
8453,sharon,sha
8456,shelly,rachel
8457,sidney,syd
8458,sidney,sid
8459,stephanie,annie
8460,tammy,tamarra
8461,teresa,tessa
8462,terry,tracy
8463,thomas,thom
8464,tony,antoinette
8466,william,willy
8468,william,bela
8469,wilma,william
8470,helen,elena
8471,robin,roger
8472,heather,hetty
8475,jerry,gerrie
8476,justin,justus
8477,mitzi,mary
8481,louis,lu
8482,rebecca,reba
8483,judy,judith
8484,michael,micah
8485,conrad,con
8486,john,jon
8487,mary,mamie
8491,aaron,ronnie
8492,amanda,mandy
8494,aubrey,bree
8496,brenda,brandy
8497,brenda,brandy
8498,brenda,brandy
8500,brian,bryan
8503,carl,chuck
8504,charles,carl
8505,christina,crissy
8506,christine,christopher
8507,cindy,rella
8508,daniel,danny
8509,david,davey
8510,david,davey
8513,donald,don
8514,eddie,edmund
8515,eugene,gene
8516,fate,laffie
8517,floyd,lloyd
8518,frank,franklin
8521,gene,eugene
8522,george,jorge
8523,geraldine,jereme
8524,heather,hetty
8525,hiram,hy
8527,jack,john
8528,jackie,jack
8530,james,jamie
8533,jerry,geraldine
8534,jerry,dina
8535,joe,joseph
8537,judy,jude
8538,julie,jule
8539,kathy,kit
8542,linda,melinda
8543,linda,rosalyn
8544,linda,roz
8546,mae,maria
8547,margaret,meg
8548,marilyn,mary
8549,martha,patsy
8550,marty,martha
8551,mary,marion
8552,matthew,mattie
8553,michael,micah
8554,natalie,natty
8555,pamela,pam
8556,pamela,pam
8557,paula,polly
8558,pauline,paula
8561,rebecca,becky
8563,ricky,cedric
8564,ricky,eric
8565,robert,bill
8566,roger,robby
8567,samuel,sammy
8568,sandra,drina
8569,sharon,shay
8572,shirley,lee
8574,steven,steph
8575,susan,sue
8577,teddy,ted
8578,teresa,theresa
8579,terry,tessie
8580,terry,teresa
8581,thomas,thom
8583,tiffany,tiff
8584,timothy,tim
8586,tracy,terry
8590,william,billiewilhelm
8592,brenda,brandy
8593,charles,chick
8595,floyd,lloyd
8596,greg,gregory
8597,john,jack
8598,judy,juda
8599,judy,jude
8601,raymond,ray
8602,russell,rusty
8604,stephanie,stephen
8606,victor,vic
8608,nancy,annie
8609,danielle,dani
8611,paul,polly
8612,lisa,lizzie
8613,joyce,joy
8615,robert,billy
8616,bridgit,bedelia
8617,charles,charlie
8618,mark,marcus
8620,nellie,eileen
8622,beverly,bev
8625,antoinette,tony
8627,joseph,jos
8628,david,davey
8629,alicia,elsie
8630,charles,chick
8631,crystal,tal
8632,danny,sheridan
8633,david,day
8634,david,dave
8635,deborah,debbie
8636,della,deliverance
8637,elizabeth,liz
8638,eric,derrick
8639,ginger,jennie
8642,james,jem
8643,jessica,jessie
8644,johnny,johannes
8645,jonathan,john
8646,joseph,jos
8647,joy,joyce
8648,joyce,joy
8649,juanita,nettie
8650,julie,jule
8651,kenneth,ken
8652,mark,marcus
8653,michael,micah
8654,michael,mike
8655,michael,micky
8656,mildred,milly
8657,pamela,pam
8658,phillip,phil
8659,phillip,phil
8660,ralph,raphael
8662,ronnie,franky
8664,sharon,sha
8666,tommy,thom
8667,tommy,thom
8668,vanessa,nessa
8669,vickie,victoria
8670,victoria,vicki
8671,molly,mitzi
8672,robert,fred
8676,amy,amelia
8679,chris,stal
8680,debra,deb
8682,jack,john
8683,james,jamie
8684,john,johnny
8688,kimberly,kim
8690,larry,lon
8692,linda,belinda
8693,martha,patty
8694,millie,emily
8695,pauline,paul
8697,tim,timmy
8698,timothy,tim
8699,patricia,patrick
8700,cathy,cassie
8702,roy,l.r.
8703,james,jimmie
8704,philip,phillip
8707,judy,judie
8708,june,junior
8709,daniel,dan
8710,john,jock
8711,nancy,nanny
8713,debra,debbie
8714,george,georgia
8716,jennifer,jennie
8717,lester,les
8718,charles,carl
8719,sandy,sanford
8722,donald,don
8723,linda,philinda
8724,myra,almira
8725,thomas,tom
8727,joe,joey
8728,pauline,polly
8730,josh,jos
8731,richard,ricky
8732,amanda,mandy
8733,anthony,tony
8734,archie,archibald
8735,barbara,bab
8736,carol,lynn
8737,david,davey
8739,donald,dony
8741,fred,alfred
8743,james,jamie
8744,kimberly,kimberley
8745,lois,louisa
8746,margie,madge
8747,matthew,mattie
8748,michael,micah
8749,rebecca,reba
8750,richard,dicky
8751,shirley,lee
8752,tammy,tamarra
8754,heather,hetty
8756,debra,debbie
8758,lee,l.r.
8759,stephen,steve
8760,william,robert
8761,jeannie,jean
8762,michael,mike
8763,nancy,anne
8764,melissa,missy
8769,ralph,raphael
8770,polly,marion
8772,linda,mindy
8773,patrick,pat
8774,deborah,debbie
8776,adam,ade
8777,louise,eloise
8778,richard,dick
8779,aaron,ronnie
8780,john,jonathan
8781,lea,leanne
8786,kenny,kenneth
8787,melissa,missy
8788,randy,mira
8790,linda,roz
8792,nancy,ann
8793,stephanie,stephen
8795,thomas,tommy
8796,sharon,sha
8798,rebecca,becky
8799,susan,sue
8800,james,jimmy
8801,sarah,sadie
8804,paul,paula
8806,doris,dora
8807,judith,judy
8808,philip,phillip
8809,harold,harry
8810,harold,hal
8811,juanita,nita
8812,laura,lawrence
8813,nora,lenora
8816,amanda,manda
8817,katherine,kathy
8818,ronnie,ronna
8820,betty,bessie
8821,doris,dora
8822,fred,ferdinando
8823,richard,dick
8824,kathryn,kathy
8825,delores,dee
8826,diana,dicey
8827,jamie,jimmie
8829,victor,vicki
8830,ernest,teeny
8831,linda,rosalyn
8832,esther,hester
8833,jack,johnny
8834,jennifer,jenny
8835,lois,eloise
8836,lola,della
8838,reba,becca
8839,rebecca,becky
8840,rena,irene
8841,ronald,naldo
8842,ronald,ronnie
8846,victoria,vicky
8847,ellen,aileen
8848,benjamin,benjy
8849,jessica,jessie
8851,mary,marilyn
8852,donald,donnie
8853,leslie,les
8854,susan,sue
8855,jennifer,jenny
8856,linda,celinda
8857,frank,fran
8858,gwendolyn,gwen
8859,charles,chuck
8861,jenny,jennet
8862,john,nathan
8865,claire,clara
8866,george,georgia
8868,susan,susie
8870,laura,laurinda
8871,sarah,sally
8872,thomas,tom
8873,joseph,jody
8875,wilma,minnie
8876,dorothy,dotty
8877,cole,nicole
8878,jayme,jay
8879,christopher,kit
8881,david,dave
8882,kenneth,kendrick
8883,maureen,mariah
8884,ryan,ry
8887,cassandra,sandra
8888,christopher,christine
8889,nicholas,nik
8890,christine,crissy
8891,hubert,bert
8893,johnny,jack
8894,linda,rose
8897,ben,bennie
8900,diane,didi
8901,joseph,jody
8902,robert,rob
8903,peter,pat
8904,donnie,don
8905,joyce,joy
8906,marie,polly
8908,bennie,jamie
8909,edwin,edwina
8912,frank,franklin
8916,june,junius
8917,marilyn,mary
8918,melinda,lindy
8920,nora,honor
8921,sarah,sadie
8922,stephen,steven
8924,brenda,brandy
8926,jacqueline,jack
8927,daniel,dan
8929,joyce,joy
8930,julia,jule
8931,michael,mick
8935,nicole,nole
8936,emma,emily
8937,joseph,joe
8938,linda,belinda
8939,larry,lorne
8940,lois,lou
8941,rose,rosalinda
8942,priscilla,cissy
8943,samuel,sam
8944,anne,nan
8946,micah,mike
8948,john,johannes
8949,mary,mariah
8950,gerald,jerry
8952,joyce,joy
8953,roger,bobby
8954,catherine,katy
8955,william,wilma
8956,denise,dennis
8957,jeffrey,jeff
8958,brittany,britt
8960,michelle,mickey
8961,james,jimmie
8962,mina,wilhelmina
8963,brian,bryant
8964,christopher,chris
8965,crystal,tal
8966,dani,danielle
8967,darlene,lena
8969,irene,rena
8970,james,jamie
8971,james,jim
8972,jean,jennie
8973,mary,maris
8975,lucille,lucy
8976,ronald,ron
8977,william,willie
8980,amanda,manda
8983,connie,constance
8986,george,jorge
8987,howard,howie
8988,james,jimmie
8989,jeannie,jane
8990,jenny,eve
8991,joseph,joe
8992,joshua,josh
8993,joshua,josh
8994,larry,laurence
8995,loretta,lorrie
8996,lynn,mindy
8997,mark,marcus
8998,miriam,mitzi
8999,ricky,brady
9001,susan,sue
9002,susan,susie
9004,william,robert
9005,yvonne,vonna
9006,deborah,debra
9007,george,georgia
9009,aubrey,bree
9010,debra,debby
9011,frank,franklin
9012,joseph,jos
9015,richard,dickon
9016,david,dave
9017,jennifer,jenny
9018,aaron,ron
9019,brandy,brenda
9020,brian,bryant
9022,mark,marcus
9023,teresa,tess
9024,yvonne,vonna
9025,margaret,midge
9026,elizabeth,liz
9031,lena,catherine
9033,ann,netta
9034,charles,chick
9035,marie,mamie
9036,cheryl,sheryl
9037,dennis,denise
9038,tina,ernestine
9039,george,jorge
9040,john,jack
9041,james,jimmie
9042,angela,angel
9045,clarence,clare
9048,jack,jacqueline
9049,joseph,joe
9051,nicole,nikki
9052,reba,becca
9053,robert,hobkin
9054,robert,dob
9055,roger,rupert
9056,samantha,sammy
9057,terry,tess
9060,woodrow,wood
9061,james,jem
9062,jerry,gerrie
9064,patsy,patty
9066,david,davey
9067,lisa,mel
9068,ramona,mona
9070,richard,ricky
9071,joseph,jos
9072,nancy,anne
9074,stephen,steve
9075,myra,samyra
9076,thomas,thom
9079,kimberly,kim
9080,robert,rob
9083,dorothy,dot
9084,rebecca,beck
9085,diane,di
9087,mary,marietta
9088,betty,lizzie
9089,bobby,rod
9090,mary,marcie
9091,shirley,sherry
9093,judith,juda
9094,tracy,tess
9095,gail,abigail
9096,mary,mariah
9097,roland,orlando
9098,jon,john
9101,patricia,patty
9103,steven,steve
9104,tammy,tamarra
9107,paul,polly
9108,paul,polly
9111,clifford,cliff
9113,jack,jackie
9114,jennifer,jennie
9115,mary,marsha
9116,virginia,jennie
9117,benjamin,bennie
9118,anna,nettie
9119,michael,mick
9120,eleanor,nellie
9121,deborah,debby
9122,ernest,tina
9123,ernest,teeny
9124,david,dave
9127,roy,l.r.
9128,sarah,sally
9129,sandra,alexandra
9132,heather,hetty
9133,louise,eliza
9134,stephen,annie
9136,kathleen,kit
9137,carl,carlton
9138,constance,connie
9139,dan,sher
9141,angie,angeline
9142,lee,levi
9143,anna,nettie
9144,anthony,tony
9146,charles,carl
9147,danny,sheridan
9149,eddie,win
9151,hattie,harriet
9152,james,jim
9153,jennifer,jenny
9154,lisa,elsie
9156,olivia,nollie
9157,regina,gina
9158,ricky,dick
9163,valerie,val
9164,helen,lainie
9166,michael,mike
9167,sally,sarah
9168,daniel,dan
9169,michael,micky
9170,peggy,marge
9171,della,addy
9173,john,jack
9174,leroy,roy
9176,ricky,brody
9177,christopher,christina
9178,deborah,debby
9181,carol,carrie
9182,james,jimmy
9183,sherry,lottie
9185,adam,ade
9186,allen,al
9189,amanda,manda
9190,amanda,mandy
9191,amelia,parmelia
9192,amy,amelia
9193,angela,angie
9194,anna,vannie
9195,anna,savannah
9198,benjamin,jamie
9201,betty,liz
9202,betty,bessie
9206,britt,brittany
9208,cassandra,sandra
9210,charles,chick
9211,charles,chuck
9212,charles,carl
9214,chloe,clo
9215,cindy,lucy
9216,cindy,lucy
9218,connie,constance
9219,daisy,margery
9220,david,dave
9221,david,day
9222,deborah,deb
9223,dennis,denise
9224,dorothy,dortha
9227,frances,fanny
9228,geraldine,gerald
9230,helen,ellie
9231,henry,hank
9232,herman,harman
9233,isaac,ike
9234,ivan,john
9235,james,jimmie
9236,jamie,jimmie
9237,jamie,jim
9238,janet,jean
9242,jerry,jeremiah
9243,jerry,gerry
9244,jessica,jessie
9245,jimmy,jimmie
9246,joann,jo
9247,john,jon
9248,john,jonathan
9249,johnny,jack
9250,joseph,joe
9251,joseph,joey
9252,julia,jill
9253,kenneth,ken
9254,kenneth,kenny
9255,kenneth,ken
9256,kenneth,ken
9258,linda,melinda
9260,lucretia,creasey
9261,lydia,lyddy
9263,margaret,meg
9265,mary,marietta
9266,mary,maureen
9267,max,maxine
9268,maxine,max
9269,melissa,mel
9270,melissa,milly
9272,nora,honora
9273,patricia,tricia
9274,paul,paula
9275,polly,maureen
9277,randy,miranda
9279,richard,rick
9280,robert,hobkin
9281,robert,hobkin
9282,ronald,ronnie
9285,sam,sammy
9286,samuel,sammy
9289,teresa,tess
9290,terry,tess
9291,thomas,thom
9292,tiffany,tiffy
9293,tiffany,tiff
9294,viola,vi
9295,william,willie
9296,william,willie
9297,wilma,wilhelmina
9298,susan,hannah
9300,rita,metta
9301,clifford,cliff
9302,dorothy,dotty
9304,angela,angelina
9305,angela,angelica
9306,gail,abby
9308,james,jem
9310,karen,karonhappuck
9311,linda,lynn
9313,mary,mitty
9314,myra,samyra
9315,naomi,omi
9316,ralph,raphael
9317,robert,fred
9318,sarah,sally
9321,steve,steven
9322,tony,shelly
9323,melissa,lisa
9324,brenda,brandy
9325,christy,ann
9327,gertie,gertrude
9328,jamie,jimmy
9329,lewis,louise
9331,tammy,tamarra
9332,doris,dora
9333,frank,fran
9334,billy,bill
9335,eloise,lois
9336,eloise,elouise
9337,floyd,lloyd
9339,kathleen,kit
9340,kathy,kaye
9341,leonard,leo
9342,patricia,patsy
9343,paul,polly
9344,paul,pauline
9345,ramona,mona
9346,angela,angel
9348,james,jamie
9349,michael,mick
9350,steven,steph
9353,john,jon
9354,linda,mindy
9355,barbara,bab
9356,brenda,brandy
9357,david,davey
9358,joe,joey
9359,mary,mariah
9360,melanie,mellie
9361,laura,lawrence
9363,robert,fred
9365,melanie,mellie
9369,eric,derrick
9370,irene,rena
9371,julian,jule
9372,larry,lorry
9373,lola,delores
9374,marie,polly
9375,matthew,mattie
9376,patricia,trisha
9378,ronald,naldo
9379,scott,squat
9380,vanessa,nessa
9381,beth,libby
9382,rachel,shelly
9384,diane,dicey
9386,robert,william
9387,callie,california
9388,patricia,patrick
9389,robert,rob
9390,pete,peter
9392,elizabeth,liza
9394,kenneth,ken
9396,ian,john
9397,nicole,nikki
9398,adam,edie
9399,amanda,mandy
9400,andrew,drew
9401,angela,angie
9402,annette,anna
9403,arnold,arnie
9407,benjamin,jamie
9409,brenda,brandy
9410,brenda,brandy
9411,brian,bryant
9413,bryan,bryant
9415,caleb,cal
9417,charles,chick
9418,christopher,christine
9421,cynthia,cintha
9422,danny,dan
9423,darlene,darry
9424,david,dave
9425,david,davey
9427,donald,donny
9430,elaine,helen
9431,elizabeth,betsy
9432,elizabeth,liza
9434,eloise,heloise
9435,evan,vangie
9436,faith,fay
9437,fred,freddie
9438,genevieve,eve
9443,harold,henry
9444,heather,hetty
9445,helen,ella
9446,irene,rena
9447,jack,jackson
9448,james,jem
9449,james,jem
9450,james,jimmie
9451,jean,jessie
9453,jerry,gerrie
9454,jessica,jessie
9455,jimmy,jamie
9456,john,ian
9457,john,jon
9459,joyce,joy
9460,juanita,nettie
9461,julie,jule
9463,kenneth,kenny
9468,larry,lorry
9469,lisa,missy
9470,lisa,liz
9471,marie,mollie
9473,marty,martin
9474,matilda,tilly
9475,matthew,mattie
9478,mike,micky
9479,mildred,milly
9480,mildred,milly
9481,minnie,mina
9482,morris,morey
9484,patricia,pat
9485,pauline,paul
9487,richard,dickie
9488,rita,megan
9489,ronald,naldo
9490,ronald,ronnie
9491,ronnie,ronna
9492,roy,lee
9493,roy,lee
9495,russell,rusty
9498,samuel,sammy
9499,samuel,sam
9500,scott,scotty
9502,sharon,sha
9504,stephanie,stephen
9505,steve,stephan
9506,susan,susie
9508,thomas,thom
9509,timothy,timmy
9510,tommy,thom
9512,viola,vi
9513,william,bill
9514,william,willie
9515,willie,will
9516,yvonne,vonna
9517,corey,coco
9518,carolyn,carrie
9522,melissa,liz
9523,rick,derrick
9524,teresa,theresa
9525,margaret,margy
9527,janet,jeanette
9528,william,bill
9529,amanda,mandy
9530,aaron,erin
9531,allan,al
9532,angela,angeline
9535,anna,anne
9537,arthur,art
9538,barbara,barbery
9540,betty,lib
9542,brenda,brandy
9544,carol,carolann
9546,christy,kris
9547,cindy,rella
9548,crystal,chris
9549,daniel,danny
9550,deborah,debbie
9551,debra,deborah
9553,erin,ron
9554,eugene,gene
9555,floyd,lloyd
9557,helen,elena
9559,irene,rena
9560,irene,rena
9561,jack,jackie
9562,james,jamie
9563,james,jimmy
9564,james,jem
9565,janice,jan
9566,janice,jan
9568,jerry,dina
9569,jerry,gerry
9570,jerry,gerald
9571,jessica,jessie
9572,jessica,jessie
9573,joan,hannah
9575,john,ivan
9576,joseph,joe
9577,joshua,jos
9578,joshua,josh
9580,karen,carrie
9582,kristy,christine
9584,larry,lorry
9585,linda,belle
9586,lois,eliza
9587,lynn,carolann
9589,megan,maggie
9590,megan,margarita
9591,michael,micah
9592,mildred,milly
9593,mona,ramona
9595,nathan,nat
9597,pauline,paul
9599,rachel,shelly
9600,rachel,shelly
9601,rebecca,beck
9602,regina,reggie
9603,regina,gina
9604,ricky,brody
9605,robert,billy
9606,robert,hobkin
9607,roger,roge
9608,ronald,ronnie
9610,sam,sammy
9611,samantha,sam
9612,samantha,sam
9613,stella,estelle
9616,thomas,thom
9617,timothy,timmy
9618,tom,tommy
9619,vicky,victor
9624,william,will
9625,william,billiewilhelm
9626,willie,robert
9627,winnie,winnifred
9629,frances,franniey
9630,douglas,doug
9631,billy,willy
9633,karen,happy
9635,maxine,max
9636,patricia,patty
9637,scott,squat
9638,donald,dony
9639,jeremiah,jereme
9640,martha,patsy
9641,marilyn,mary
9642,alice,liz
9643,alicia,elsie
9645,amelia,parmelia
9648,betty,elizabeth
9649,betty,lib
9650,bobbie,bert
9651,brittany,britt
9652,carl,chuck
9653,carl,charlie
9655,carol,carrie
9656,carolyn,cassie
9658,casey,k.c.
9659,christina,chris
9660,christopher,christina
9661,christopher,christina
9662,christopher,chris
9664,connie,constance
9668,dennis,denny
9672,emily,mel
9673,emma,emily
9675,florence,flora
9676,frances,franniey
9679,gregory,greg
9680,heather,hetty
9682,james,jimmy
9683,james,jim
9684,jamie,jimmie
9685,jeremiah,jereme
9686,jessica,jessie
9688,jimmy,james
9689,joshua,jos
9690,judy,jude
9691,june,junie
9693,kenneth,kenny
9694,kimberly,kim
9695,leslie,les
9698,loretta,retta
9699,lucille,lu
9700,marvin,marv
9701,mary,marion
9702,mary,mitty
9703,matthew,matt
9704,melanie,mellie
9705,michael,micky
9706,nancy,anne
9707,nathaniel,nathan
9708,nell,elaine
9713,ronnie,ronald
9719,steven,stephen
9720,susan,suzie
9723,tammy,tamarra
9724,tammy,tamarra
9725,ted,edward
9726,terry,tracy
9727,thomas,thom
9728,timothy,tim
9732,vincent,vince
9735,william,bell
9736,william,bela
9737,christine,kris
9738,robert,fred
9739,robert,dob
9740,joyce,joy
9741,myra,almira
9742,walter,walt
9745,john,jon
9746,marjorie,margy
9747,michelle,mickey
9749,angel,angie
9751,bessie,lisa
9752,billy,bell
9753,billy,robert
9754,charles,charlie
9755,clifford,cliff
9757,eddie,edwin
9759,james,jimmy
9760,james,jem
9761,james,jem
9762,jerry,jereme
9763,jo,josey
9764,john,jon
9767,margaret,rita
9769,naomi,omi
9771,peggy,marge
9772,randy,dolph
9773,rita,maggie
9775,rosa,linda
9776,sandy,alexander
9777,sarah,sadie
9778,teresa,theresa
9779,thomas,thom
9781,nancy,nanny
9782,robert,bobby
9783,william,willy
9785,edward,eddy
9786,barbara,barbie
9787,james,jamie
9788,james,jamie
9791,robert,fred
9792,erin,ronnie
9793,john,jonathan
9794,karen,happy
9795,christopher,chris
9796,james,jimmie
9797,james,jem
9798,kimberly,kim
9800,paula,lina
9801,charles,carl
9802,deborah,debra
9803,walter,walt
9804,flora,florence
9805,heidi,adelaide
9806,john,ivan
9809,cora,ora
9810,george,georgiana
9811,james,jimmie
9812,frank,fran
9813,john,ian
9814,robert,billy
9815,rita,margaret
9816,clifford,cliff
9821,margaret,meg
9823,joanna,jo
9824,adrian,rian
9825,alison,ali
9827,robert,bill
9829,chloe,clo
9830,chloe,clo
9831,james,jim
9832,carolyn,cassie
9835,johnny,jock
9836,johnny,john
9837,lisa,elizabeth
9838,otis,ote
9839,patricia,pat
9840,sam,samuel
9842,paul,pauline
9844,eugene,gene
9845,tammy,tamarra
9846,john,nathan
9847,samantha,sammy
9848,sharon,sha
9849,tammy,tamarra
9850,paul,polly
9851,stacy,stacia
9852,diane,dicey
9853,william,willie
9856,frances,fanny
9857,gail,abigail
9858,matthew,thias
9860,carolyn,carrie
9864,daniel,danny
9866,deborah,debbie
9872,lena,madeline
9873,naomi,omi
9874,patricia,patrick
9875,patricia,patty
9876,paul,polly
9877,ralph,raphael
9878,rebecca,becky
9879,rebecca,becky
9880,robert,bobby
9881,roy,leroy
9882,tammy,tamarra
9885,jacqueline,jackie
9886,marie,mary
9887,lucille,lu
9888,lynn,celinda
9889,william,robert
9890,debra,deb
9891,jack,johnny
9892,jack,jackson
9893,melissa,missy
9894,joseph,jody
9895,judy,judith
9896,timothy,tim
9897,claudia,claud
9898,john,ian
9900,joseph,joey
9901,louise,lou
9902,eliza,lisa
9903,stephen,steven
9904,john,johnny
9905,patricia,patsy
9906,amy,emily
9907,amy,emily
9909,arthur,art
9910,barbara,barby
9911,barbara,babs
9912,barbara,barbie
9913,barbara,babs
9915,beth,lizzie
9916,betty,lisa
9917,beverly,bev
9920,carolyn,carrie
9923,charles,chick
9924,christopher,chris
9928,crystal,stal
9930,danielle,ellie
9931,david,dave
9932,david,dave
9933,debbie,debra
9934,dennis,denise
9935,diane,didi
9936,don,donny
9937,donald,don
9943,elaine,lainie
9944,elizabeth,betsy
9945,esther,hetty
9948,floyd,lloyd
9949,frank,frankie
9950,frank,frankie
9953,gene,eugene
9954,genevieve,eve
9955,gerald,jerry
9959,hiram,hy
9961,jack,jacqueline
9962,jacob,jay
9963,james,jim
9964,james,jim
9965,james,jem
9966,james,jimmie
9967,jamie,jimmy
9968,jeannie,jeanne
9969,jeff,jeffrey
9971,jerry,gerrie
9972,jerry,gerrie
9973,jerry,gerald
9975,joey,jo
9976,john,jock
9977,john,johannes
9978,johnny,jack
9979,joseph,joey
9980,joseph,joey
9981,joseph,jos
9982,judy,juda
9983,julia,jule
9984,june,junior
9985,june,junie
9986,june,jr
9987,justin,justina
9988,karen,carrie
9992,kenneth,kenny
9993,kenneth,kenny
9994,kimberly,kim
9996,larry,lorne
9997,lauren,laurie
9999,lester,les
10000,linda,lynn
10001,linda,rosalyn
10002,lisa,allie
10004,lula,luella
10007,mary,minnie
10008,mary,marion
10009,matthew,thias
10010,matthew,matty
10011,maxine,max
10012,melinda,lindy
10013,melissa,missy
10014,melissa,alice
10015,melissa,mel
10017,mollie,mercy
10018,mona,ramona
10019,nancy,nanny
10024,patricia,patsy
10025,paula,lina
10028,ray,raymond
10031,robert,dobbin
10032,robert,dobbin
10033,robin,rupert
10035,roger,robby
10036,ronald,ron
10037,ronald,ronny
10038,rose,roz
10039,sammy,samuel
10040,sandra,alexandra
10044,terry,thursa
10045,tony,shelton
10046,tony,shelton
10050,victor,vic
10051,virginia,ginny
10055,willie,minnie
10056,susan,suzie
10057,thomas,tommy
10059,arlene,arly
10060,robert,bob
10061,jimmy,jim
10062,matthew,thys
10064,tony,shel
10066,adam,edie
10067,andrew,drew
10068,andrew,andrea
10070,beverly,bev
10071,beverly,bev
10072,billy,will
10073,billy,fred
10076,celeste,celia
10079,edward,ted
10080,helen,elaine
10081,irene,rena
10082,iva,ivy
10083,jack,jock
10084,jimmy,jimmie
10085,john,johnny
10086,jonathan,john
10087,kim,kimberly
10088,linda,rosalinda
10092,melinda,mel
10093,michael,mick
10094,patricia,patsy
10095,philip,phillip
10097,randy,miranda
10098,robert,hobkin
10099,wilma,william
10102,karen,happy
10103,sarah,sally
10104,william,robert
10105,bartholomew,bart
10107,cora,corinne
10108,frederick,fred
10109,helen,lena
10110,lawrence,laurence
10112,john,ian
10113,deanne,dee
10117,brenda,brandy
10119,joe,jos
10121,tony,cliff
10122,alfred,freddy
10123,andrea,drea
10124,andrew,drew
10126,billy,bell
10127,brian,bryan
10128,brian,bryan
10129,charles,chick
10131,cynthia,cintha
10132,donald,donny
10133,elijah,eli
10135,franklin,fran
10136,frederick,freddie
10137,frederick,freddy
10138,helene,ella
10140,jack,jackson
10141,janet,jean
10142,janice,jan
10143,jessica,jessie
10144,joseph,joe
10145,justin,justus
10146,katherine,cathy
10148,lisa,lissa
10149,margaret,maggy
10150,mary,demaris
10151,michael,mick
10152,michael,micah
10153,michael,mick
10154,mike,micah
10155,mitchell,mitch
10156,nancy,annie
10158,richard,riche
10159,ronald,ronnie
10163,sue,hannah
10164,teddy,ned
10166,vickie,victoria
10167,walter,wally
10169,william,willie
10170,laura,lawrence
10171,jennie,virgy
10172,kimberly,kimberley
10173,jacqueline,jack
10174,patrick,pat
10175,carolyn,lynn
10176,christopher,christine
10177,connie,constance
10178,dorothy,dolly
10181,gregory,greg
10182,jack,john
10184,john,jon
10185,mary,mittie
10186,patricia,pat
10187,samantha,sammy
10189,judy,judi
10190,elizabeth,betty
10191,richard,ricky
10193,james,jamie
10194,jeffrey,geoffrey
10195,mary,marietta
10197,sherry,lottie
10198,william,will
10199,willie,william
10200,anna,annie
10201,cathy,cathleen
10202,donald,dony
10207,benjamin,jamie
10208,brian,bryan
10209,danny,daniel
10215,isaac,zeke
10216,james,jimmy
10219,margaret,rita
10220,mary,molly
10221,mattie,thias
10223,nancy,annie
10224,natasha,tasha
10226,patricia,trisha
10227,rebecca,becky
10229,samantha,sam
10230,sharon,sha
10231,thomas,tom
10232,tommy,thom
10233,william,willie
10234,william,robert
10235,austin,gus
10236,ursula,sula
10238,william,wilma
10239,natasha,tasha
10240,alice,liz
10241,amy,amelia
10242,danny,sher
10243,harold,hal
10244,horace,horry
10245,james,jim
10247,peggy,meg
10248,rita,peg
10249,roy,l.r.
10251,timothy,tim
